label,text,example
numpy.subtract,"Subtract arguments, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">subtract</span><span class=""p"">(</span><span class=""mf"">1.0</span><span class=""p"">,</span> <span class=""mf"">4.0</span><span class=""p"">)</span>
<span class=""go"">-3.0</span>
</pre>"
numpy.true_divide,Divide arguments element-wise.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">divide</span><span class=""p"">(</span><span class=""mf"">2.0</span><span class=""p"">,</span> <span class=""mf"">4.0</span><span class=""p"">)</span>
<span class=""go"">0.5</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x1</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mf"">9.0</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">reshape</span><span class=""p"">((</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x2</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mf"">3.0</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">divide</span><span class=""p"">(</span><span class=""n"">x1</span><span class=""p"">,</span> <span class=""n"">x2</span><span class=""p"">)</span>
<span class=""go"">array([[nan, 1. , 1. ],</span>
<span class=""go"">       [inf, 4. , 2.5],</span>
<span class=""go"">       [inf, 7. , 4. ]])</span>
</pre>"
numpy.floor_divide,"Return the largest integer smaller or equal to the division of the inputs.
It is equivalent to the Python // operator and pairs with the
Python % (remainder), function so that a = a % b + b * (a // b)
up to roundoff.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">floor_divide</span><span class=""p"">(</span><span class=""mi"">7</span><span class=""p"">,</span><span class=""mi"">3</span><span class=""p"">)</span>
<span class=""go"">2</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">floor_divide</span><span class=""p"">([</span><span class=""mf"">1.</span><span class=""p"">,</span> <span class=""mf"">2.</span><span class=""p"">,</span> <span class=""mf"">3.</span><span class=""p"">,</span> <span class=""mf"">4.</span><span class=""p"">],</span> <span class=""mf"">2.5</span><span class=""p"">)</span>
<span class=""go"">array([ 0.,  0.,  1.,  1.])</span>
</pre>"
numpy.float_power,"First array elements raised to powers from second array, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x1</span> <span class=""o"">=</span> <span class=""nb"">range</span><span class=""p"">(</span><span class=""mi"">6</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x1</span>
<span class=""go"">[0, 1, 2, 3, 4, 5]</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">float_power</span><span class=""p"">(</span><span class=""n"">x1</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">)</span>
<span class=""go"">array([   0.,    1.,    8.,   27.,   64.,  125.])</span>
</pre>"
numpy.fmod,Returns the element-wise remainder of division.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">fmod</span><span class=""p"">([</span><span class=""o"">-</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">],</span> <span class=""mi"">2</span><span class=""p"">)</span>
<span class=""go"">array([-1,  0, -1,  1,  0,  1])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">remainder</span><span class=""p"">([</span><span class=""o"">-</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""o"">-</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">],</span> <span class=""mi"">2</span><span class=""p"">)</span>
<span class=""go"">array([1, 0, 1, 1, 0, 1])</span>
</pre>"
numpy.mod,Returns the element-wise remainder of division.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">remainder</span><span class=""p"">([</span><span class=""mi"">4</span><span class=""p"">,</span> <span class=""mi"">7</span><span class=""p"">],</span> <span class=""p"">[</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">])</span>
<span class=""go"">array([0, 1])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">remainder</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">7</span><span class=""p"">),</span> <span class=""mi"">5</span><span class=""p"">)</span>
<span class=""go"">array([0, 1, 2, 3, 4, 0, 1])</span>
</pre>"
numpy.modf,"Return the fractional and integral parts of an array, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">modf</span><span class=""p"">([</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""mf"">3.5</span><span class=""p"">])</span>
<span class=""go"">(array([ 0. ,  0.5]), array([ 0.,  3.]))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">modf</span><span class=""p"">(</span><span class=""o"">-</span><span class=""mf"">0.5</span><span class=""p"">)</span>
<span class=""go"">(-0.5, -0)</span>
</pre>"
numpy.remainder,Returns the element-wise remainder of division.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">remainder</span><span class=""p"">([</span><span class=""mi"">4</span><span class=""p"">,</span> <span class=""mi"">7</span><span class=""p"">],</span> <span class=""p"">[</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">])</span>
<span class=""go"">array([0, 1])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">remainder</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">7</span><span class=""p"">),</span> <span class=""mi"">5</span><span class=""p"">)</span>
<span class=""go"">array([0, 1, 2, 3, 4, 0, 1])</span>
</pre>"
numpy.divmod,Return element-wise quotient and remainder simultaneously.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">divmod</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">5</span><span class=""p"">),</span> <span class=""mi"">3</span><span class=""p"">)</span>
<span class=""go"">(array([0, 0, 0, 1, 1]), array([0, 1, 2, 0, 1]))</span>
</pre>"
numpy.angle,Return the angle of the complex argument.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">angle</span><span class=""p"">([</span><span class=""mf"">1.0</span><span class=""p"">,</span> <span class=""mf"">1.0</span><span class=""n"">j</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""o"">+</span><span class=""mi"">1</span><span class=""n"">j</span><span class=""p"">])</span>               <span class=""c1""># in radians</span>
<span class=""go"">array([ 0.        ,  1.57079633,  0.78539816]) # may vary</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">angle</span><span class=""p"">(</span><span class=""mi"">1</span><span class=""o"">+</span><span class=""mi"">1</span><span class=""n"">j</span><span class=""p"">,</span> <span class=""n"">deg</span><span class=""o"">=</span><span class=""kc"">True</span><span class=""p"">)</span>                  <span class=""c1""># in degrees</span>
<span class=""go"">45.0</span>
</pre>"
numpy.real,Return the real part of the complex argument.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""o"">+</span><span class=""mi"">2</span><span class=""n"">j</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""o"">+</span><span class=""mi"">4</span><span class=""n"">j</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""o"">+</span><span class=""mi"">6</span><span class=""n"">j</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""o"">.</span><span class=""n"">real</span>
<span class=""go"">array([1.,  3.,  5.])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""o"">.</span><span class=""n"">real</span> <span class=""o"">=</span> <span class=""mi"">9</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">array([9.+2.j,  9.+4.j,  9.+6.j])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""o"">.</span><span class=""n"">real</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">9</span><span class=""p"">,</span> <span class=""mi"">8</span><span class=""p"">,</span> <span class=""mi"">7</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">array([9.+2.j,  8.+4.j,  7.+6.j])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">real</span><span class=""p"">(</span><span class=""mi"">1</span> <span class=""o"">+</span> <span class=""mi"">1</span><span class=""n"">j</span><span class=""p"">)</span>
<span class=""go"">1.0</span>
</pre>"
numpy.imag,Return the imaginary part of the complex argument.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""o"">+</span><span class=""mi"">2</span><span class=""n"">j</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""o"">+</span><span class=""mi"">4</span><span class=""n"">j</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""o"">+</span><span class=""mi"">6</span><span class=""n"">j</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""o"">.</span><span class=""n"">imag</span>
<span class=""go"">array([2.,  4.,  6.])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""o"">.</span><span class=""n"">imag</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([</span><span class=""mi"">8</span><span class=""p"">,</span> <span class=""mi"">10</span><span class=""p"">,</span> <span class=""mi"">12</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">array([1. +8.j,  3.+10.j,  5.+12.j])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">imag</span><span class=""p"">(</span><span class=""mi"">1</span> <span class=""o"">+</span> <span class=""mi"">1</span><span class=""n"">j</span><span class=""p"">)</span>
<span class=""go"">1.0</span>
</pre>"
numpy.conj,"Return the complex conjugate, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">conj</span> <span class=""ow"">is</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">conjugate</span>
<span class=""go"">True</span>
</pre>"
numpy.conjugate,"Return the complex conjugate, element-wise.","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">conj</span> <span class=""ow"">is</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">conjugate</span>
<span class=""go"">True</span>
</pre>"
numpy.maximum,Element-wise maximum of array elements.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">maximum</span><span class=""p"">([</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">4</span><span class=""p"">],</span> <span class=""p"">[</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">])</span>
<span class=""go"">array([2, 5, 4])</span>
</pre>"
numpy.fmax,Element-wise maximum of array elements.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">fmax</span><span class=""p"">([</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">4</span><span class=""p"">],</span> <span class=""p"">[</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">])</span>
<span class=""go"">array([ 2.,  5.,  4.])</span>
</pre>"
